,state,district,year,female_pct,age18_24_pct,age25_34_pct,median_age,unmarried_partner_pct,male_living_alone_pct,bachelors_deg_or_higher_pct,past_year_births_to_unmarried_women_pct,civilian_veteran_pct,live_same_house_past_year_pct,foreign_born_proportion_from_LatinAmerica,speak_other_language_at_home_pct,labor_force_unemployed_pct,public_transit_commuter_pct,no_health_insurance_pct,poverty_rate_pct,median_housing_value,median_household_income,food_stamp_benefits_pct,foreign_to_native_born_ratio
CA_26_2010,CA,26,2010,51.3,9.5,12.0,37.8,1.7,7.6,36.6,23.7,6.6,86.5,33.2,39.5,7.0,3.3,14.6,8.9,466000,75086,3.6,0.34419692679948005
CA_27_2010,CA,27,2010,51.5,10.0,15.2,36.5,2.4,11.8,30.2,37.9,4.3,83.9,47.7,57.1,8.1,4.9,20.9,15.3,411800,56836,4.2,0.6374286098153696
CA_28_2010,CA,28,2010,50.0,11.0,17.6,32.7,2.7,12.1,28.0,38.4,2.9,84.6,68.6,66.8,9.6,7.9,28.2,17.7,394000,50607,7.9,0.7011795341560567
CA_29_2010,CA,29,2010,51.1,8.4,15.5,39.2,1.9,10.2,39.0,27.6,3.8,84.4,23.4,63.1,7.1,4.3,20.6,13.1,575000,57700,5.2,0.8631806347975406
CA_30_2010,CA,30,2010,51.0,9.7,15.7,40.3,2.6,17.8,60.7,13.1,5.3,81.7,14.6,31.8,7.2,3.5,10.3,10.6,825400,75700,1.5,0.3305509728040102
CA_31_2010,CA,31,2010,48.3,11.5,17.7,32.8,3.6,15.0,19.9,57.5,2.2,86.6,74.6,79.7,9.4,23.8,37.0,28.8,404700,35194,10.9,1.0630940762824026
CA_32_2010,CA,32,2010,51.9,11.5,13.4,34.5,1.3,6.2,16.7,41.3,3.8,87.6,58.4,71.3,8.1,5.6,25.1,16.1,354700,49529,8.9,0.7149278600168228
CA_33_2010,CA,33,2010,52.2,11.9,17.5,34.7,2.8,15.5,33.5,52.7,4.0,85.0,58.6,51.1,9.1,13.3,28.8,22.2,488000,41538,7.4,0.5502644616231481
CA_34_2010,CA,34,2010,49.6,12.1,15.4,31.3,2.3,10.6,12.0,42.7,2.5,87.2,86.6,80.5,8.8,10.9,34.7,27.2,351700,36270,12.4,0.7940529032796694
CA_35_2010,CA,35,2010,51.8,11.6,15.8,31.4,2.2,10.6,18.3,50.6,4.4,88.0,83.1,57.4,7.9,9.1,29.1,24.7,344700,41271,13.8,0.504670074403012
CA_36_2010,CA,36,2010,50.0,8.7,16.3,36.5,2.8,15.6,43.8,33.1,6.1,83.5,47.3,41.0,7.2,3.7,16.3,13.2,634000,65717,4.3,0.3756096032094277
CA_37_2010,CA,37,2010,50.5,12.5,14.8,31.8,2.9,12.4,19.3,56.3,5.4,82.1,70.0,53.6,10.4,7.5,23.8,20.3,325900,46950,13.4,0.42083292072399187
CA_38_2010,CA,38,2010,51.1,11.5,14.3,32.0,1.9,5.9,15.2,43.9,3.6,88.4,74.5,72.3,7.6,5.2,26.5,17.3,324700,51381,10.1,0.6020810407649231
CA_39_2010,CA,39,2010,50.7,11.4,14.5,32.7,1.8,7.2,17.1,30.3,4.6,89.2,75.1,65.8,8.5,3.8,24.9,16.4,370900,53439,8.8,0.5239115848670999
CA_40_2010,CA,40,2010,50.5,10.3,13.4,36.0,1.9,7.1,30.6,34.2,6.2,83.5,44.1,46.3,7.3,3.5,19.5,11.9,472600,65243,5.5,0.44484585222346357
CA_41_2010,CA,41,2010,51.1,11.0,12.5,35.1,2.1,10.5,20.7,44.2,10.5,83.4,60.1,25.6,8.6,1.0,18.3,15.9,183000,49506,10.1,0.16968650170239855
CA_42_2010,CA,42,2010,50.6,9.9,11.7,37.7,1.2,7.1,39.4,24.7,5.7,87.5,33.0,39.9,6.4,1.8,12.9,6.3,514400,83029,2.3,0.363829033555677
CA_43_2010,CA,43,2010,49.4,11.7,14.4,29.1,1.8,7.8,11.4,34.3,4.5,80.5,88.3,57.3,11.5,2.1,27.6,23.9,194300,46728,16.4,0.4071587772793232
CA_44_2010,CA,44,2010,49.7,11.7,13.1,32.9,1.8,7.9,26.0,31.7,7.2,83.2,68.7,40.0,9.8,2.0,19.3,13.3,321600,67381,6.6,0.3004126828346495
CA_45_2010,CA,45,2010,50.3,9.4,12.5,34.9,2.3,9.6,20.2,46.6,9.6,80.9,75.5,42.1,10.0,1.3,20.7,17.3,216300,49508,8.4,0.29380063513058946
CA_46_2010,CA,46,2010,50.8,8.8,12.9,40.7,2.1,11.3,40.4,16.8,7.8,85.8,32.9,34.1,6.6,2.4,13.9,10.5,620000,71332,3.1,0.32553324942913714
CA_47_2010,CA,47,2010,49.4,12.6,15.7,30.0,2.1,6.1,15.6,38.9,2.9,81.2,70.4,78.8,9.8,5.8,31.0,20.9,343200,51647,10.8,0.8816680703668995
CA_48_2010,CA,48,2010,51.4,10.0,14.0,38.1,1.7,10.8,53.9,8.7,6.1,82.2,28.1,34.0,6.0,1.4,12.2,9.5,626100,82047,1.9,0.3552886087482543
CA_49_2010,CA,49,2010,49.4,12.2,13.8,32.7,2.0,8.8,22.8,23.7,11.0,80.5,69.5,34.4,8.3,1.8,20.9,14.5,289400,57399,5.1,0.23922689655923243
CA_50_2010,CA,50,2010,50.1,8.8,14.0,37.7,1.9,8.8,44.1,20.3,8.8,85.7,37.0,31.8,6.2,1.8,14.5,11.7,537700,70362,2.0,0.29508961233603737
CA_51_2010,CA,51,2010,50.8,11.5,13.2,32.7,1.5,7.5,18.8,40.8,8.6,86.8,71.6,65.6,8.9,3.7,21.1,16.9,277700,50316,9.1,0.5083494135415413
CA_52_2010,CA,52,2010,50.6,9.6,13.3,37.8,2.0,10.6,31.3,21.6,12.9,83.5,35.9,25.2,7.1,1.6,12.9,11.7,400400,67671,5.7,0.20437653507991316
CA_53_2010,CA,53,2010,48.1,16.7,21.0,31.5,4.0,19.8,39.9,29.2,9.0,74.4,53.8,36.8,7.0,6.3,21.4,23.8,414800,48679,5.3,0.3040565611589714
CO_01_2010,CO,1,2010,50.0,10.4,20.1,33.8,3.5,19.0,40.5,30.3,7.5,76.6,61.0,27.0,8.2,6.1,18.4,20.9,245800,44859,11.1,0.18684592712827303
CO_02_2010,CO,2,2010,50.0,11.3,14.7,34.8,2.7,12.7,42.4,17.1,7.2,82.0,53.4,18.6,6.7,4.8,15.0,11.6,276100,62146,4.7,0.12070227444628655
CO_03_2010,CO,3,2010,49.5,9.0,12.5,39.3,2.3,14.9,26.9,42.1,11.2,82.0,70.7,14.2,6.8,1.5,20.0,15.6,202900,44906,10.3,0.059124542596582924
CO_04_2010,CO,4,2010,49.8,12.1,13.4,35.1,2.3,12.1,33.6,43.1,9.1,81.0,64.9,14.8,6.4,0.9,15.3,15.0,211400,50167,8.6,0.08673941463356395
CO_05_2010,CO,5,2010,49.4,10.2,14.1,35.7,1.8,13.0,32.9,24.7,17.3,79.3,40.4,10.7,6.4,0.9,14.8,13.2,210500,50925,8.6,0.07218271797398357
CO_06_2010,CO,6,2010,50.7,6.6,11.6,38.8,1.4,9.4,48.5,17.7,10.3,86.1,24.6,11.0,5.1,2.3,8.7,4.4,294300,82062,2.5,0.08148952214317726
CO_07_2010,CO,7,2010,49.6,9.0,15.4,35.3,2.5,13.1,28.1,32.7,9.9,79.1,64.5,25.7,8.0,4.3,20.5,14.8,210900,50360,9.3,0.18453679496532202
CT_01_2010,CT,1,2010,51.8,8.6,12.5,39.9,2.7,11.8,32.9,38.9,7.6,86.7,43.2,23.6,7.6,4.3,8.7,11.1,245400,59321,13.3,0.16952654439127254
CT_02_2010,CT,2,2010,50.0,10.7,10.6,40.7,2.8,11.7,32.6,30.1,11.3,86.6,32.2,11.9,6.0,1.9,7.0,7.5,269900,68952,7.0,0.08053651443663017
CT_03_2010,CT,3,2010,52.0,9.7,13.2,39.5,2.5,13.4,31.8,33.7,7.7,87.0,38.9,19.8,7.9,4.6,9.2,11.5,274600,57676,11.4,0.13643173120414717
CT_04_2010,CT,4,2010,51.2,7.6,11.5,39.6,1.5,11.2,46.7,27.7,5.8,88.8,49.3,28.1,7.0,9.8,11.3,9.8,511400,77074,8.4,0.2570759864504464
CT_05_2010,CT,5,2010,51.9,9.1,11.1,40.3,2.3,11.6,34.0,30.7,8.3,88.7,38.7,23.1,7.1,2.2,9.2,10.6,281700,60460,10.5,0.1607297987682462
DE_01_2010,DE,1,2010,51.5,10.3,12.3,38.8,2.2,10.8,27.8,42.5,10.6,85.9,47.2,12.0,5.9,3.0,9.7,11.8,243600,55847,11.3,0.08680748060456504
DC_98_2010,DC,98,2010,52.7,14.3,20.9,33.9,3.0,20.1,50.1,53.3,6.1,79.5,44.1,14.5,8.2,38.3,7.6,19.2,426900,60903,11.4,0.15636317026930338
FL_01_2010,FL,1,2010,49.5,11.3,12.9,38.3,2.4,13.0,22.8,46.2,17.9,80.5,36.0,7.5,8.7,0.5,17.2,16.4,151700,45140,13.0,0.0569570166734643
FL_02_2010,FL,2,2010,49.8,14.5,12.3,37.1,2.1,13.4,25.9,41.4,12.5,79.5,42.8,7.1,6.8,0.6,16.2,20.5,156500,41929,12.7,0.0540712395800734
FL_03_2010,FL,3,2010,50.9,11.8,13.9,34.7,2.2,14.6,14.4,47.9,9.7,78.0,73.6,16.0,10.3,3.1,22.6,27.8,109500,31968,23.7,0.12355803381162096
FL_04_2010,FL,4,2010,50.7,9.6,14.6,37.6,2.4,11.9,26.5,33.4,14.9,81.2,33.4,12.1,6.5,0.9,16.1,12.7,173800,50337,9.2,0.08972904372847058
FL_05_2010,FL,5,2010,51.1,6.5,9.5,47.2,2.4,9.7,20.6,44.8,15.6,85.7,47.0,11.2,7.3,0.6,16.1,14.1,145200,42473,12.3,0.0776130131455335
FL_06_2010,FL,6,2010,51.8,12.0,11.9,39.3,2.3,10.8,24.3,39.6,14.3,81.8,49.5,11.3,8.0,1.6,16.4,17.9,151800,43971,11.5,0.08590830377062991
FL_07_2010,FL,7,2010,51.6,9.5,10.5,42.0,2.4,12.1,29.5,33.6,12.7,85.2,43.8,14.2,7.0,0.6,18.8,15.7,178100,48341,10.4,0.10179860844645632
FL_08_2010,FL,8,2010,49.8,11.6,14.4,36.8,2.6,12.5,28.7,36.3,9.2,80.8,64.5,30.5,8.3,1.7,22.5,14.9,168100,45221,10.7,0.19312694763285193
FL_09_2010,FL,9,2010,52.0,8.1,10.5,42.0,2.2,11.8,29.0,17.9,12.2,85.8,52.4,18.0,7.0,1.2,16.7,13.8,167500,46928,10.5,0.13553362140671496
FL_10_2010,FL,10,2010,51.4,6.9,11.5,46.6,3.3,15.9,27.7,51.3,13.5,84.2,28.4,12.8,7.2,1.2,17.9,12.8,152800,44062,9.9,0.13532304896596678
FL_11_2010,FL,11,2010,51.5,11.2,15.3,35.6,3.0,16.8,25.2,52.0,9.7,80.5,74.3,28.5,10.6,3.2,22.5,22.3,146700,37724,19.3,0.20985040547566342
FL_12_2010,FL,12,2010,50.7,9.9,12.1,38.3,2.5,11.4,19.7,38.6,11.3,83.9,68.4,23.5,8.1,0.8,20.4,16.7,129500,42150,13.3,0.13770050022230593
FL_13_2010,FL,13,2010,51.3,7.1,8.9,49.1,2.1,11.8,26.4,49.9,13.7,84.4,57.3,15.8,7.3,4.1,18.7,14.5,171200,45514,9.0,0.14242282191793132
FL_14_2010,FL,14,2010,50.9,6.9,9.9,48.1,2.3,11.9,26.9,45.5,13.5,80.5,63.9,20.5,8.1,1.3,20.4,15.6,177900,46905,8.8,0.18703011693633467
FL_15_2010,FL,15,2010,51.7,8.2,10.5,43.3,2.4,11.0,23.9,26.9,13.9,84.0,62.5,22.2,8.0,0.9,19.3,14.4,151500,45613,11.0,0.15162180882504384
FL_16_2010,FL,16,2010,51.2,7.3,8.9,46.2,2.4,12.1,23.1,35.2,14.5,85.8,69.5,18.4,8.1,1.3,18.9,14.3,151200,43420,9.7,0.14076906777234358
FL_17_2010,FL,17,2010,53.4,11.3,14.6,34.9,2.0,11.4,16.7,69.1,3.8,83.9,90.6,47.5,11.4,7.5,33.6,25.5,147000,35017,22.2,0.5941937989187445
FL_18_2010,FL,18,2010,50.4,9.1,14.6,40.1,2.7,16.8,30.3,32.6,3.8,82.8,91.9,71.6,7.1,6.4,30.6,20.5,271000,37823,20.2,1.1350598926309583
FL_19_2010,FL,19,2010,53.1,7.7,11.0,44.9,2.2,11.0,30.2,46.0,10.4,85.3,70.9,33.9,8.3,1.7,20.8,11.7,161700,46919,6.9,0.35855041426443496
FL_20_2010,FL,20,2010,51.7,7.7,12.4,40.7,2.8,13.8,35.8,35.6,6.8,82.4,74.0,41.4,8.0,2.3,20.7,12.3,200600,50905,6.8,0.5152189789098635
FL_21_2010,FL,21,2010,53.5,9.5,12.8,39.3,2.0,7.7,26.0,34.9,2.9,89.4,94.4,79.8,7.7,2.6,31.0,15.9,220100,45943,19.9,1.3870109685458802
FL_22_2010,FL,22,2010,50.1,7.3,11.0,45.6,2.7,15.8,37.8,27.2,10.3,83.8,62.7,25.3,7.0,1.5,17.2,10.4,256200,58319,4.9,0.25470224478124104
FL_23_2010,FL,23,2010,50.3,10.3,14.3,35.1,2.9,14.1,16.3,55.3,5.8,82.3,91.7,34.3,11.6,4.2,33.6,27.7,123500,34942,19.2,0.4659871124473428
FL_24_2010,FL,24,2010,50.9,10.7,12.6,39.3,2.1,11.2,29.4,30.3,11.7,84.8,52.5,19.5,6.8,0.6,16.3,12.2,170500,51960,8.7,0.12224723486208955
FL_25_2010,FL,25,2010,49.1,9.8,12.8,36.7,1.8,7.8,23.3,31.9,4.3,86.9,95.3,71.5,7.3,2.8,31.8,18.0,204100,49326,18.4,0.8789231674062985
GA_01_2010,GA,1,2010,50.4,11.4,13.5,35.1,2.0,11.1,19.8,35.6,12.5,83.4,58.2,7.5,6.2,0.3,21.4,20.4,127300,40999,16.2,0.05056104197435857
GA_02_2010,GA,2,2010,50.3,11.5,13.0,36.0,1.8,12.7,13.8,52.4,10.7,83.6,59.7,5.7,7.8,1.4,21.1,27.3,90200,31368,23.1,0.03616347833475769
GA_03_2010,GA,3,2010,51.8,9.0,11.2,37.8,1.4,9.6,25.9,38.4,12.3,84.1,44.9,7.4,7.6,0.6,15.3,13.4,163900,52970,11.9,0.05280498157273593
GA_04_2010,GA,4,2010,51.7,9.6,16.9,33.1,1.8,13.0,27.8,39.0,8.4,81.2,60.4,24.7,12.8,7.6,28.7,21.0,151600,43435,15.2,0.2650854354665511
GA_05_2010,GA,5,2010,50.7,13.9,18.5,33.4,2.6,18.7,43.9,55.2,6.1,75.4,55.0,14.7,9.6,11.1,21.3,24.3,234700,43902,15.9,0.12255715289894632
GA_06_2010,GA,6,2010,51.0,6.6,14.2,37.2,1.3,10.1,52.8,23.4,8.3,84.7,34.4,19.5,6.3,1.7,13.3,7.2,274000,73528,4.6,0.1805710497685203
GA_07_2010,GA,7,2010,51.1,8.5,12.9,35.0,1.5,8.2,33.0,32.0,8.2,86.5,46.1,23.8,8.3,1.1,20.7,11.9,179100,60594,9.4,0.2279525729497122
GA_08_2010,GA,8,2010,51.4,9.6,12.0,36.8,1.6,11.1,16.9,45.8,11.5,85.2,62.7,6.1,7.1,0.3,17.5,19.2,117800,40806,16.3,0.04315199472469502
GA_09_2010,GA,9,2010,50.5,8.3,12.0,38.0,1.7,8.8,22.4,24.6,9.0,86.4,72.4,14.7,7.3,0.3,18.6,15.9,163100,45925,11.5,0.10773368462962914
GA_10_2010,GA,10,2010,50.9,12.7,12.6,36.4,1.5,12.9,25.7,29.0,10.1,84.7,51.0,7.6,5.8,1.0,18.0,20.9,151200,41520,12.9,0.053402663408114996
GA_11_2010,GA,11,2010,51.0,9.4,12.8,35.7,1.7,10.2,25.5,37.7,8.4,84.2,60.6,11.6,8.1,1.0,17.5,14.3,149300,49434,10.7,0.0935059203623828
GA_12_2010,GA,12,2010,51.4,13.2,13.1,34.1,2.1,11.8,17.3,53.8,10.5,85.3,57.9,5.9,6.4,1.5,20.7,26.1,110600,35475,16.3,0.04255243216235829
GA_13_2010,GA,13,2010,52.7,9.6,15.8,33.0,2.1,12.4,26.2,46.7,10.4,79.8,65.6,17.9,11.3,2.9,23.6,17.6,137900,44704,14.9,0.15349475782666797
HI_01_2010,HI,1,2010,49.9,9.4,13.8,40.4,1.9,11.8,33.7,20.2,12.0,84.7,2.9,32.1,3.1,9.9,6.6,7.7,555500,66111,6.3,0.3181578942061631
HI_02_2010,HI,2,2010,49.8,10.0,12.8,37.2,2.2,10.9,25.4,42.4,10.9,84.8,8.9,20.2,7.1,3.2,9.1,13.5,492300,60437,12.0,0.1459874515551581
ID_01_2010,ID,1,2010,50.0,8.5,12.6,36.2,2.2,10.6,23.6,26.1,11.8,83.7,55.2,8.9,7.0,0.5,17.3,14.9,170600,44949,12.2,0.04813375319161663
ID_02_2010,ID,2,2010,49.8,11.3,14.2,32.9,2.0,12.4,25.3,24.7,10.1,81.2,68.2,12.4,5.7,1.2,18.2,16.6,158200,42042,12.8,0.07108654428554877
IL_01_2010,IL,1,2010,53.9,11.0,12.7,36.5,1.9,13.1,23.2,69.6,7.3,86.8,46.3,12.2,12.6,20.8,16.9,24.8,180100,38299,21.3,0.07542932487189932
IL_02_2010,IL,2,2010,53.9,8.8,11.7,37.7,2.2,11.3,20.6,68.2,8.5,87.2,74.2,13.7,11.3,13.9,18.6,20.8,145400,43515,20.3,0.07193183392763494
IL_03_2010,IL,3,2010,51.9,8.8,14.4,35.6,2.3,11.7,24.7,39.4,6.4,90.0,58.8,42.5,8.1,10.4,16.9,11.8,226600,55322,9.3,0.29492785393847815
IL_04_2010,IL,4,2010,48.9,12.5,21.5,29.6,3.0,12.9,23.2,33.9,2.1,85.4,91.3,68.2,9.8,21.7,29.7,23.2,245100,42646,17.7,0.5354887524372145
IL_05_2010,IL,5,2010,49.8,10.6,21.3,33.5,2.7,17.0,40.3,30.4,3.9,84.6,40.7,43.9,8.0,23.7,17.7,13.1,294900,57026,7.6,0.3673109567411283
IL_06_2010,IL,6,2010,50.5,9.0,14.2,36.7,1.5,10.6,38.3,21.5,6.4,89.1,40.7,32.5,7.4,5.2,12.4,8.5,268100,66033,6.0,0.30853138439534916
IL_07_2010,IL,7,2010,52.4,10.5,20.0,33.1,2.6,17.9,41.2,46.6,5.0,80.3,30.7,16.2,9.0,25.3,15.9,24.1,288600,48698,19.5,0.11688518313247535
IL_08_2010,IL,8,2010,50.0,9.0,13.0,36.6,2.0,10.0,36.2,27.7,7.2,88.8,41.5,26.9,8.5,2.8,12.4,8.1,235800,67740,6.4,0.21605417073750363
IL_09_2010,IL,9,2010,51.6,10.1,15.2,39.1,2.2,15.6,44.6,18.1,5.3,85.1,22.6,42.8,6.3,21.4,17.4,13.3,294000,52691,8.9,0.48701059139985803
IL_10_2010,IL,10,2010,50.8,7.4,10.3,39.9,1.3,9.1,52.5,28.0,7.0,89.3,36.0,30.6,6.0,7.0,10.2,7.2,371700,77055,5.7,0.2767543473798422
IL_11_2010,IL,11,2010,50.9,10.4,12.4,36.2,2.4,10.8,22.7,36.9,8.3,87.2,64.7,9.8,8.0,2.8,11.4,11.6,174600,55276,10.1,0.0559942974510395
IL_12_2010,IL,12,2010,50.9,10.1,13.1,38.4,2.4,12.5,20.9,39.8,13.1,85.8,31.9,3.9,5.8,2.3,11.7,16.9,99600,42718,15.5,0.020828353772515275
IL_13_2010,IL,13,2010,50.9,7.5,11.7,37.6,1.7,10.1,45.6,18.7,6.3,90.0,29.0,23.5,6.5,6.7,9.2,5.6,296200,80124,4.3,0.18961320692656852
IL_14_2010,IL,14,2010,49.9,9.6,13.2,34.5,2.0,9.0,30.6,32.1,6.9,87.8,70.5,25.9,7.3,2.7,12.0,10.4,218000,63402,8.1,0.1771810522960432
IL_15_2010,IL,15,2010,51.0,14.4,12.4,36.2,2.5,13.9,27.3,40.9,9.2,83.0,23.7,8.9,5.5,1.7,11.0,15.5,115400,45373,9.6,0.05581113135339357
IL_16_2010,IL,16,2010,50.7,8.0,11.5,39.4,2.1,12.4,23.8,38.9,10.0,89.4,53.3,11.8,8.2,1.6,11.0,13.3,160200,52903,10.1,0.08305710044591702
IL_17_2010,IL,17,2010,50.8,10.7,11.5,39.8,2.8,13.9,17.9,44.6,10.7,85.0,53.8,5.9,5.9,1.2,12.1,16.5,90500,39021,13.8,0.03456238896906088
IL_18_2010,IL,18,2010,51.0,8.5,12.8,39.9,2.4,12.5,25.0,28.3,11.0,85.8,24.9,4.2,5.6,0.8,9.8,11.9,118100,50322,10.0,0.029398892957086677
IL_19_2010,IL,19,2010,49.9,8.9,11.9,40.8,2.2,13.0,21.0,31.0,11.7,87.4,23.0,2.8,5.4,0.5,9.9,12.3,109800,48513,9.3,0.01670285060565685
IN_01_2010,IN,1,2010,51.4,8.9,12.8,37.2,2.1,12.5,21.3,41.2,9.4,87.5,47.2,12.4,7.3,1.9,13.8,15.3,147400,47613,13.3,0.06768553997612914
IN_02_2010,IN,2,2010,50.6,9.1,12.3,37.9,2.6,13.0,19.1,44.3,10.6,83.5,59.8,8.6,8.4,0.9,14.7,16.8,113000,40356,14.6,0.050781365166211755
IN_03_2010,IN,3,2010,50.5,9.2,12.5,35.9,2.3,11.7,21.6,33.4,8.7,87.0,52.5,11.6,7.1,0.4,17.8,13.5,121600,47197,10.2,0.04607348330864368
IN_04_2010,IN,4,2010,50.2,11.5,12.7,35.6,2.4,10.8,27.4,32.3,9.2,83.8,38.1,6.9,5.9,1.1,13.0,12.6,137400,51085,8.4,0.05241898368935199
IN_05_2010,IN,5,2010,51.2,8.3,12.8,37.3,2.0,10.6,35.4,30.3,9.6,85.8,30.4,6.4,5.5,0.4,11.8,9.5,155500,56440,6.3,0.0450554917768296
IN_06_2010,IN,6,2010,50.4,10.2,11.2,39.0,2.5,11.2,17.8,31.9,10.2,84.0,34.5,3.8,7.0,0.7,15.5,17.5,101800,41110,12.8,0.01755474789553434
IN_07_2010,IN,7,2010,51.7,11.2,16.3,33.3,3.3,15.6,21.5,59.7,8.5,80.7,62.3,13.4,10.2,2.0,19.9,24.6,104500,34139,17.6,0.10665276064835455
IN_08_2010,IN,8,2010,50.3,10.6,11.8,39.4,2.5,13.0,17.6,31.5,10.4,85.8,30.0,4.3,5.1,0.7,14.1,14.1,104400,42843,11.5,0.019657892846303957
IN_09_2010,IN,9,2010,50.4,12.0,12.6,37.5,2.5,13.1,19.6,31.4,9.9,83.4,42.1,5.6,6.5,0.9,13.7,15.5,124400,42314,11.0,0.037453727020005864
IA_01_2010,IA,1,2010,50.9,10.3,12.1,38.9,2.4,12.8,24.4,32.4,10.3,85.4,28.0,4.7,4.8,0.5,8.4,13.7,127400,46704,11.1,0.028104973956448148
IA_02_2010,IA,2,2010,51.0,11.4,13.4,36.8,3.0,13.0,29.1,30.9,10.2,82.3,34.2,8.1,4.9,2.1,9.3,13.2,128600,48387,11.6,0.05398475976960779
IA_03_2010,IA,3,2010,50.7,9.0,14.2,36.5,2.5,12.5,27.1,29.7,9.1,83.6,35.2,10.2,4.9,1.1,9.6,11.3,140300,51542,11.5,0.06853990206458443
IA_04_2010,IA,4,2010,50.0,10.9,11.8,38.4,2.6,13.2,25.2,23.7,10.4,85.3,46.8,6.0,4.4,1.1,8.7,12.3,115200,47317,9.4,0.04029189061948291
IA_05_2010,IA,5,2010,50.6,8.7,11.2,40.5,2.1,12.6,18.5,35.2,10.2,87.4,70.1,7.7,4.2,0.6,10.7,12.4,102400,46031,10.4,0.04783727723901263
KS_01_2010,KS,1,2010,49.5,9.8,11.1,39.2,1.9,13.2,20.0,30.1,10.7,84.7,79.7,13.6,3.9,0.3,14.2,13.9,88400,43367,8.2,0.07885678747289428
KS_02_2010,KS,2,2010,50.3,11.3,12.6,36.4,2.5,12.2,27.6,31.4,11.8,82.4,35.3,5.2,5.3,0.6,12.5,14.9,121100,45992,9.3,0.03145828628343438
KS_03_2010,KS,3,2010,50.9,10.1,14.9,34.2,2.1,12.0,44.0,28.7,8.2,81.7,50.4,13.9,5.2,0.6,13.6,11.3,188600,60507,6.1,0.1010839892170999
KS_04_2010,KS,4,2010,50.9,9.5,13.2,35.6,2.1,12.9,25.7,37.8,10.2,83.5,53.0,11.2,6.9,0.5,15.3,14.4,111000,45291,11.5,0.06901940916268913
KY_01_2010,KY,1,2010,50.5,10.0,12.2,39.1,2.0,12.1,13.6,32.5,11.1,84.9,51.8,3.8,6.3,0.4,16.3,18.0,90000,36752,16.1,0.016382791039120964
KY_02_2010,KY,2,2010,50.7,10.4,12.5,36.9,2.3,11.1,16.6,29.5,11.3,84.1,43.9,4.9,6.3,0.2,13.9,16.8,122500,41459,13.8,0.03039755203409051
KY_03_2010,KY,3,2010,51.6,9.0,14.1,38.2,2.6,15.1,30.8,45.3,9.3,86.4,35.6,8.0,7.4,3.1,13.2,17.2,151600,42397,13.6,0.06932747304786639
KY_04_2010,KY,4,2010,50.3,8.3,12.4,38.2,2.3,12.0,22.4,42.7,9.9,86.7,34.4,3.7,6.8,1.4,13.6,16.2,138000,46707,13.6,0.023143045147748443
KY_05_2010,KY,5,2010,50.7,8.8,12.3,39.7,2.2,11.9,11.5,30.1,7.6,87.8,56.4,1.3,5.2,0.4,18.3,26.9,72800,28411,27.7,0.006015136696078329
KY_06_2010,KY,6,2010,50.7,11.6,14.1,36.3,2.8,11.6,27.3,34.4,8.7,78.8,50.1,6.7,7.7,0.7,16.5,19.5,148200,42936,16.1,0.05444791527069912
LA_01_2010,LA,1,2010,51.0,8.9,13.3,39.0,1.9,12.8,29.6,38.6,10.3,85.1,60.0,10.2,6.7,0.8,16.3,12.5,195600,49866,10.5,0.06910854053374407
LA_02_2010,LA,2,2010,51.9,12.4,15.4,34.5,2.7,14.6,22.9,47.5,7.7,83.0,58.0,11.7,8.8,6.7,20.9,27.2,154700,37162,20.9,0.0774268392286318
LA_03_2010,LA,3,2010,50.6,9.8,12.7,35.9,2.8,10.2,14.1,58.2,7.7,87.5,59.4,12.6,6.4,0.4,16.9,17.9,123600,46048,16.4,0.03181902197934665
LA_04_2010,LA,4,2010,50.7,10.2,13.8,36.0,2.0,12.7,18.1,55.0,11.4,83.1,42.8,4.5,6.0,1.1,18.0,18.9,104200,38966,16.8,0.02539803400516245
LA_05_2010,LA,5,2010,50.8,10.7,13.0,36.2,1.5,12.5,16.4,51.0,9.5,85.4,52.2,3.8,5.6,0.3,23.2,22.1,91400,36401,17.1,0.018521226145220143
LA_06_2010,LA,6,2010,50.8,12.0,14.5,34.4,1.7,12.3,27.8,47.2,8.5,85.5,42.6,6.5,5.8,1.4,14.8,15.3,161700,49016,12.0,0.037744250240527785
LA_07_2010,LA,7,2010,51.3,10.4,13.5,35.4,2.2,12.3,19.8,38.9,8.6,87.1,51.2,13.9,4.7,0.4,16.0,19.8,116900,41542,15.4,0.027431587787902813
ME_01_2010,ME,1,2010,51.1,8.2,11.2,42.6,3.8,10.6,31.9,34.9,11.8,85.5,10.1,6.4,4.8,0.7,9.2,10.5,222500,53011,12.5,0.041934545522424045
ME_02_2010,ME,2,2010,51.1,9.5,10.6,42.9,3.9,12.6,21.6,41.8,12.6,87.6,7.9,7.0,5.9,0.2,11.1,15.5,139300,39465,20.0,0.029275071122085872
MD_01_2010,MD,1,2010,50.9,9.0,10.0,41.4,1.9,10.0,32.0,20.6,11.5,89.4,28.2,6.9,5.7,1.1,7.9,8.9,297900,66890,7.7,0.05104542889390519
MD_02_2010,MD,2,2010,52.0,10.2,14.8,36.0,2.5,13.0,23.7,44.2,11.0,86.2,36.5,12.1,6.4,5.6,12.3,12.0,230100,56215,11.0,0.10638649616878854
MD_03_2010,MD,3,2010,51.1,10.4,16.3,37.0,2.4,12.5,43.2,28.3,9.5,84.2,36.2,15.2,4.9,4.9,10.6,9.6,289600,70113,6.4,0.1370145477545857
