,state,district,year,female_pct,age18_24_pct,age25_34_pct,median_age,unmarried_partner_pct,male_living_alone_pct,bachelors_deg_or_higher_pct,past_year_births_to_unmarried_women_pct,civilian_veteran_pct,live_same_house_past_year_pct,foreign_born_proportion_from_LatinAmerica,speak_other_language_at_home_pct,labor_force_unemployed_pct,public_transit_commuter_pct,no_health_insurance_pct,poverty_rate_pct,median_housing_value,median_household_income,food_stamp_benefits_pct,foreign_to_native_born_ratio
GA_13_2018,GA,13,2018,53.0,8.2,13.5,36.1,1.8,11.4,27.6,49.1,8.1,86.0,61.1,15.5,4.7,2.2,13.4,12.8,156500,55682,13.5,0.12431824394878482
GA_14_2018,GA,14,2018,51.8,9.1,12.4,37.8,1.9,8.7,17.1,34.0,7.4,89.5,82.0,10.7,3.2,0.2,14.8,14.7,142900,50132,11.8,0.0722118949378693
HI_01_2018,HI,1,2018,50.2,8.5,15.3,39.7,1.7,13.7,35.6,18.7,9.7,86.8,2.4,32.1,2.0,9.1,3.2,7.9,668900,80083,8.8,0.31054929732506514
HI_02_2018,HI,2,2018,49.4,8.9,13.6,38.6,2.0,10.8,30.1,32.6,10.0,87.7,8.1,19.4,3.1,3.0,4.5,11.2,566800,75289,12.7,0.15609494369546434
ID_01_2018,ID,1,2018,50.0,8.6,12.1,38.2,2.0,11.7,25.4,25.1,9.3,82.6,49.4,9.1,2.6,0.4,10.5,12.5,225800,53561,9.7,0.049614377697587204
ID_02_2018,ID,2,2018,49.5,10.3,13.8,34.2,2.0,13.7,28.4,24.2,8.1,83.4,63.2,12.3,2.5,0.8,9.7,13.1,186500,51307,9.8,0.0769291881071549
IL_01_2018,IL,1,2018,53.6,9.6,13.2,38.7,1.4,15.2,27.6,61.4,5.6,88.3,47.2,13.0,8.0,15.8,7.0,17.8,184100,50744,20.9,0.07849962602842184
IL_02_2018,IL,2,2018,53.3,9.9,11.9,37.9,1.4,15.1,21.8,64.3,5.9,89.5,74.7,13.5,8.1,12.3,7.4,18.7,133900,50391,22.5,0.06626166012223025
IL_03_2018,IL,3,2018,49.8,7.8,13.0,37.7,1.9,10.9,30.0,25.6,4.9,90.7,48.2,39.2,3.6,10.0,8.2,10.0,231300,65230,11.1,0.2630309065144958
IL_04_2018,IL,4,2018,49.8,9.6,18.4,33.7,2.8,11.7,24.9,39.3,2.5,88.8,81.5,68.4,3.7,21.2,16.5,15.8,247400,53955,18.5,0.5191930713251047
IL_05_2018,IL,5,2018,50.3,9.4,21.7,35.6,3.0,16.6,55.0,16.6,3.4,85.7,27.4,33.7,2.6,29.4,6.7,7.9,351100,82210,6.5,0.27363507290264105
IL_06_2018,IL,6,2018,50.8,7.7,11.9,40.4,1.5,9.4,53.9,20.3,5.1,88.7,23.7,21.8,2.7,6.3,3.8,5.2,327000,98889,4.3,0.185829464457636
IL_07_2018,IL,7,2018,52.1,10.6,20.4,34.6,2.7,18.7,43.3,49.4,3.5,83.6,42.0,21.2,6.0,25.4,7.4,21.2,273500,58444,20.8,0.15883900540310558
IL_08_2018,IL,8,2018,50.0,8.5,14.6,37.3,1.9,11.8,33.3,22.9,3.8,86.4,42.8,45.3,3.2,4.0,9.9,9.0,228900,69386,9.5,0.4138899960538657
IL_09_2018,IL,9,2018,51.0,8.7,13.9,40.2,1.8,15.3,54.4,15.0,3.1,86.0,21.6,37.6,2.0,21.3,6.9,12.2,347500,70552,8.7,0.3718104518499239
IL_10_2018,IL,10,2018,50.2,9.5,12.1,38.2,1.7,9.1,45.3,24.9,4.9,87.1,39.5,36.5,3.2,5.3,6.8,8.6,270600,80229,9.4,0.32726850648144706
IL_11_2018,IL,11,2018,50.3,8.9,13.0,36.9,2.1,11.3,35.3,29.6,4.8,87.5,53.9,34.5,3.7,4.5,7.7,8.3,216200,75446,11.1,0.2675146932547118
IL_12_2018,IL,12,2018,50.3,9.2,13.1,39.5,2.7,13.7,23.3,42.9,10.1,85.9,41.6,5.0,3.6,2.0,6.0,18.2,112100,48570,16.5,0.02690390197425273
IL_13_2018,IL,13,2018,50.4,15.5,12.3,36.6,2.7,16.3,31.4,30.3,7.3,82.7,19.0,8.4,3.8,3.0,4.0,18.9,123000,51129,13.3,0.05799547587410627
IL_14_2018,IL,14,2018,50.7,8.7,10.7,39.2,2.2,8.5,40.4,25.8,6.4,88.4,38.1,14.4,2.9,3.1,4.1,5.3,264800,92461,6.0,0.10887084200163046
IL_15_2018,IL,15,2018,50.0,8.4,12.1,40.6,2.7,13.4,19.5,41.2,9.0,87.6,32.5,4.2,3.2,0.9,5.7,13.6,102600,52527,14.6,0.015876463935098093
IL_16_2018,IL,16,2018,50.5,9.5,12.2,40.3,2.8,12.9,21.4,50.1,8.4,87.3,48.7,9.8,4.1,0.6,4.5,11.0,139000,60326,11.4,0.056219413129846664
IL_17_2018,IL,17,2018,50.7,8.7,12.1,40.7,3.0,15.9,19.8,45.2,8.3,86.2,49.3,9.5,4.7,1.3,6.0,16.6,101300,48036,17.9,0.058768088245000835
IL_18_2018,IL,18,2018,51.0,8.6,11.9,40.5,2.1,12.9,33.6,24.2,8.3,87.4,24.7,5.3,2.8,0.5,3.9,9.3,150200,65048,9.1,0.04302177496622767
IN_01_2018,IN,1,2018,50.9,8.8,12.5,39.2,2.7,14.2,23.8,40.9,7.4,87.9,51.6,12.3,3.9,2.2,7.6,14.8,155600,56293,11.1,0.06256936200345732
IN_02_2018,IN,2,2018,50.9,9.6,12.3,37.9,2.4,12.8,22.6,35.2,7.0,87.4,60.1,10.5,2.8,0.5,9.8,13.7,130200,53440,8.7,0.05770091735065619
IN_03_2018,IN,3,2018,50.4,8.9,13.0,37.2,2.7,12.3,22.4,38.9,7.2,85.8,41.8,11.2,2.7,0.4,10.1,12.0,134400,53197,9.1,0.04775796106672668
IN_04_2018,IN,4,2018,49.9,12.5,12.3,36.8,2.7,12.4,26.3,31.8,7.8,81.7,42.1,8.2,2.4,0.7,7.0,12.5,141600,56721,7.0,0.05826772751678788
IN_05_2018,IN,5,2018,51.2,7.8,13.2,38.5,2.4,11.8,48.0,28.9,7.1,86.4,25.6,7.8,2.5,0.2,5.4,8.2,196400,71573,6.1,0.06570648104835795
IN_06_2018,IN,6,2018,50.5,10.3,11.6,40.3,2.7,12.7,22.7,39.6,8.3,86.3,26.4,4.3,2.6,0.7,7.4,13.1,125800,52636,9.7,0.02416536894425838
IN_07_2018,IN,7,2018,51.9,9.9,16.7,33.5,2.4,17.1,24.5,53.9,7.5,85.2,49.9,15.6,4.6,2.3,12.3,19.7,119300,42630,14.4,0.12109036652072283
IN_08_2018,IN,8,2018,50.3,9.8,12.4,39.1,3.1,14.6,22.3,43.6,7.8,84.6,38.2,4.2,2.8,0.5,7.6,14.4,123300,50666,9.9,0.023884129733664015
IN_09_2018,IN,9,2018,50.4,11.3,13.0,38.0,2.5,12.5,26.7,26.2,8.2,84.0,27.8,5.5,2.8,1.2,6.3,13.1,149600,54504,7.9,0.04219128689162603
IA_01_2018,IA,1,2018,50.6,10.1,12.2,39.1,2.9,14.3,27.6,27.5,7.6,86.4,34.5,6.4,2.5,0.4,4.3,10.5,149700,57295,9.3,0.041566137793967055
IA_02_2018,IA,2,2018,50.3,11.2,12.2,38.2,2.9,13.6,29.8,22.8,7.9,84.9,27.8,7.9,2.6,1.1,4.9,12.3,143300,54758,10.0,0.05241152312185864
IA_03_2018,IA,3,2018,50.6,8.5,13.8,37.1,2.9,12.8,32.9,29.6,6.6,84.4,34.4,9.9,2.4,1.0,4.6,8.9,170900,65023,10.0,0.07226170072088381
IA_04_2018,IA,4,2018,49.9,11.3,11.7,39.2,2.6,14.2,25.1,26.4,7.7,86.2,52.3,8.0,2.1,1.0,5.1,11.4,126500,55496,9.0,0.05687768528464017
KS_01_2018,KS,1,2018,49.3,12.5,13.0,35.4,2.3,14.5,25.7,27.0,8.6,82.7,70.8,14.1,2.3,0.2,8.8,13.9,113300,49380,6.5,0.07812787827432487
KS_02_2018,KS,2,2018,49.9,11.3,12.4,37.9,2.3,14.1,29.9,28.2,9.0,83.4,39.8,6.0,2.7,0.6,7.9,12.8,133600,53483,8.6,0.0343879909625571
KS_03_2018,KS,3,2018,50.9,8.0,13.9,36.7,2.2,12.8,47.5,22.1,6.3,85.9,44.2,15.0,2.6,0.3,8.7,7.9,230100,74120,5.0,0.11258671179626988
KS_04_2018,KS,4,2018,50.4,9.0,13.4,36.7,1.9,13.7,30.2,26.3,8.3,83.3,49.7,12.4,3.5,0.6,9.5,13.5,132400,53657,10.6,0.07075379763282856
KY_01_2018,KY,1,2018,50.2,9.5,11.5,40.3,2.3,13.4,16.3,31.2,8.1,86.6,43.8,3.9,2.8,0.3,5.8,18.0,111400,41930,13.7,0.016518602944620524
KY_02_2018,KY,2,2018,50.8,10.0,12.3,38.4,2.4,11.7,19.8,34.5,9.1,83.2,30.1,5.6,3.1,0.4,5.0,14.9,143600,50289,11.0,0.036730082278110095
KY_03_2018,KY,3,2018,51.6,8.7,14.9,37.9,2.6,15.3,32.5,37.6,7.7,84.6,34.8,10.0,3.8,3.0,5.3,14.0,169700,53677,12.5,0.08985283405035555
KY_04_2018,KY,4,2018,50.4,8.0,12.9,39.0,2.3,10.7,29.1,36.9,8.0,84.6,36.2,4.9,2.9,0.8,4.6,11.9,172500,62095,10.6,0.03415652978474433
KY_05_2018,KY,5,2018,50.2,8.7,12.0,40.9,1.8,13.9,13.2,40.1,5.9,89.3,22.1,2.0,3.7,0.3,6.0,29.1,81500,31731,24.7,0.006692130205231109
KY_06_2018,KY,6,2018,51.0,11.6,13.5,37.1,3.3,12.4,31.7,28.3,7.3,79.4,38.2,7.2,3.2,1.0,5.7,16.6,160500,52156,12.9,0.05334089613793685
LA_01_2018,LA,1,2018,51.4,8.4,14.0,38.3,2.2,12.9,31.1,44.7,6.8,87.0,66.2,12.1,2.7,0.3,8.9,14.2,202500,58199,10.9,0.07933060176729032
LA_02_2018,LA,2,2018,52.0,9.8,15.0,36.6,2.2,17.1,22.3,70.4,5.0,88.4,58.5,9.2,5.1,4.1,9.6,27.1,158100,37340,22.9,0.055927339090864545
LA_03_2018,LA,3,2018,51.3,9.2,14.2,36.1,2.4,14.1,22.0,41.1,6.6,86.9,49.1,9.9,4.0,0.5,9.1,17.7,158700,47741,15.7,0.030412220846511177
LA_04_2018,LA,4,2018,50.7,9.8,13.2,37.1,2.3,14.6,19.5,42.0,8.3,87.6,48.6,4.9,4.3,0.6,7.5,23.2,130000,37102,17.7,0.023607824695932034
LA_05_2018,LA,5,2018,50.1,10.0,12.7,37.5,2.3,12.4,18.2,49.2,7.2,86.4,39.5,4.5,3.5,0.5,8.1,25.1,115400,37415,19.1,0.018208203802030316
LA_06_2018,LA,6,2018,51.0,11.1,14.7,35.6,2.5,12.2,28.8,31.0,6.3,86.0,47.0,7.6,3.4,0.5,6.8,12.3,189000,62374,12.9,0.047121100189025975
ME_01_2018,ME,1,2018,51.4,8.2,12.4,44.0,3.5,13.0,38.2,22.4,9.1,86.6,10.1,6.2,2.6,0.8,6.9,8.7,243400,64599,9.8,0.04434115683481387
ME_02_2018,ME,2,2018,50.5,8.2,11.3,45.1,3.9,13.5,25.6,36.7,10.3,85.8,14.0,5.5,2.7,0.3,9.4,13.6,146400,48603,16.1,0.02581239409876675
MD_01_2018,MD,1,2018,50.5,8.9,11.5,42.6,2.2,10.7,31.5,25.0,9.0,88.2,41.9,6.8,3.9,1.0,4.8,8.6,272200,73206,10.3,0.0573213542319388
MD_02_2018,MD,2,2018,52.4,8.8,16.0,36.3,2.1,11.9,32.6,41.6,7.8,85.8,34.4,14.9,3.9,7.8,5.8,10.5,238500,68204,13.2,0.14314335101734088
MD_03_2018,MD,3,2018,52.4,9.3,16.2,37.3,2.1,12.8,48.3,22.4,7.9,85.9,28.2,20.4,3.0,5.9,5.9,7.8,331600,87732,7.9,0.2139253744627826
MD_04_2018,MD,4,2018,51.5,8.4,14.3,38.1,2.0,11.7,33.0,43.4,7.9,85.4,59.4,22.9,4.3,12.3,9.0,8.0,316700,81151,8.4,0.2243177311898678
MD_05_2018,MD,5,2018,51.1,9.9,13.1,38.2,1.6,9.9,35.8,27.1,11.2,87.2,45.5,15.3,2.8,7.3,6.4,7.1,330200,96325,7.0,0.14943059955309468
MD_06_2018,MD,6,2018,49.8,8.6,12.8,38.9,2.1,10.5,42.1,32.4,6.9,85.0,39.3,27.9,3.4,5.9,6.4,9.9,317500,79247,10.5,0.25271313843513693
MD_07_2018,MD,7,2018,52.2,9.4,14.1,38.9,2.2,14.3,38.0,49.4,6.6,87.6,22.1,13.5,3.8,13.3,4.6,16.6,261300,60929,19.2,0.1338537176851738
MD_08_2018,MD,8,2018,52.2,7.8,12.6,40.4,1.8,10.6,55.1,21.1,6.0,85.5,38.8,30.2,3.0,14.2,6.0,6.3,444000,100953,5.7,0.30115453476929804
MA_01_2018,MA,1,2018,52.0,10.2,12.6,40.8,3.5,12.9,29.5,49.3,7.5,86.0,30.1,19.5,3.4,1.4,2.6,14.2,221000,55465,20.4,0.08554372259277002
MA_02_2018,MA,2,2018,51.2,13.0,12.4,39.6,3.0,11.7,39.7,38.4,5.9,87.1,22.9,19.1,2.8,2.6,2.6,10.9,280500,67531,10.8,0.14426394877504198
MA_03_2018,MA,3,2018,50.0,9.6,12.2,39.1,2.4,11.0,38.0,34.3,5.7,88.3,46.3,30.3,3.1,2.8,3.6,11.1,348600,75654,13.8,0.2212613791362257
MA_04_2018,MA,4,2018,52.0,9.4,11.6,41.1,2.3,9.7,52.1,21.9,5.5,88.5,17.1,17.0,2.8,7.7,1.5,7.0,431500,100742,6.9,0.1509996755492706
MA_05_2018,MA,5,2018,51.7,9.1,15.7,38.1,2.5,10.6,57.6,16.5,4.5,85.8,29.6,31.9,2.6,15.7,2.8,7.7,564400,98775,6.4,0.3301887447570901
MA_06_2018,MA,6,2018,51.5,8.7,11.7,42.9,2.1,10.9,45.1,33.8,5.5,88.8,38.2,16.6,2.3,6.5,2.4,7.6,446700,85951,8.8,0.1520953273530593
MA_07_2018,MA,7,2018,51.3,15.5,23.9,31.7,2.7,15.7,44.9,43.7,2.4,80.0,52.1,42.8,4.4,32.0,3.9,18.7,496300,64310,18.2,0.4816188690540682
MA_08_2018,MA,8,2018,51.9,8.1,15.8,39.8,2.4,12.2,47.2,30.4,5.9,86.9,24.6,23.5,3.4,17.2,2.5,7.8,437400,90323,9.7,0.22216773556664518
MA_09_2018,MA,9,2018,51.1,8.2,10.9,46.1,2.7,11.3,35.6,46.5,7.4,89.4,36.3,14.1,2.3,2.6,3.2,8.9,369200,71685,10.2,0.1086154813042692
MI_01_2018,MI,1,2018,49.3,8.7,10.4,46.6,3.0,14.7,26.3,27.4,10.4,87.8,16.6,3.1,3.2,0.6,6.4,13.1,139400,48416,11.3,0.019536742612094867
MI_02_2018,MI,2,2018,51.0,10.2,13.1,37.6,2.4,12.2,27.2,31.9,7.0,84.6,43.8,9.1,2.9,0.8,4.4,11.8,155000,56103,10.5,0.05694955098296387
MI_03_2018,MI,3,2018,49.6,9.6,13.8,37.1,2.8,11.9,32.6,27.5,6.5,84.6,41.7,9.2,3.3,1.2,5.0,11.7,166200,58999,11.0,0.06655444255492433
MI_04_2018,MI,4,2018,49.9,10.9,11.2,41.6,2.8,12.9,22.4,36.0,8.2,85.6,17.7,3.6,2.9,0.6,5.4,14.5,127000,49448,12.4,0.02335988074771416
MI_05_2018,MI,5,2018,51.4,8.3,12.3,41.8,3.3,15.0,19.8,52.9,8.4,87.1,17.4,4.0,5.5,1.1,6.1,18.6,101500,44383,18.9,0.028230571665662892
MI_06_2018,MI,6,2018,50.6,10.7,12.1,38.7,3.0,13.1,28.1,35.5,7.1,84.5,39.8,7.8,3.0,1.0,5.7,13.4,149900,53414,11.7,0.046757894000676044
MI_07_2018,MI,7,2018,49.9,8.4,11.8,42.3,2.5,13.7,24.1,37.0,7.7,87.3,29.2,3.9,2.8,0.4,5.4,10.8,157200,58899,10.0,0.025113374709258156
MI_08_2018,MI,8,2018,50.7,12.4,11.9,38.4,2.1,12.3,41.5,34.6,6.4,83.0,15.9,10.0,3.0,1.7,3.4,11.1,224900,71702,8.6,0.09409411789179013
MI_09_2018,MI,9,2018,50.9,8.3,15.0,40.3,2.9,14.8,30.4,26.7,6.6,86.4,4.2,14.7,3.4,0.9,5.0,12.4,156800,58742,11.4,0.1419894876579782
MI_10_2018,MI,10,2018,50.9,7.7,11.2,43.0,2.7,11.6,23.6,22.8,8.4,87.5,10.5,8.2,2.8,0.5,5.1,9.6,184000,63156,9.4,0.06001299717902137
MI_11_2018,MI,11,2018,50.9,8.0,11.8,42.0,1.8,11.5,48.4,18.2,5.9,88.5,8.5,16.9,2.7,0.2,3.5,6.0,244700,82545,4.6,0.16838416816747406
MI_12_2018,MI,12,2018,51.0,13.6,14.0,35.9,2.8,14.5,34.7,30.2,5.6,82.6,10.0,18.5,2.9,3.0,3.7,16.4,154400,57034,12.5,0.14390494115366284
MI_13_2018,MI,13,2018,52.3,10.1,14.7,36.4,2.5,18.4,16.1,66.3,5.9,85.4,35.8,14.7,6.9,3.9,7.4,29.6,74400,35365,30.6,0.09727860153973861
MI_14_2018,MI,14,2018,52.2,8.9,14.4,37.4,2.3,15.9,30.7,48.3,5.0,86.2,13.4,14.7,5.9,3.1,6.3,20.9,125700,46500,21.7,0.11711823015778783
MN_01_2018,MN,1,2018,50.1,10.1,12.3,38.3,2.9,12.3,29.4,19.6,7.6,87.4,30.4,10.0,2.1,2.0,4.3,11.3,172200,61310,7.6,0.07360856910445106
MN_02_2018,MN,2,2018,50.2,8.1,12.8,37.5,2.3,10.1,39.2,20.6,6.8,87.1,24.1,11.9,2.8,2.6,3.2,5.3,263900,81885,5.3,0.0984240437703304
MN_03_2018,MN,3,2018,51.3,6.1,12.7,40.4,1.9,10.1,49.8,15.7,6.3,88.5,15.6,13.4,2.1,3.9,3.5,5.0,294500,89442,4.3,0.1318998767157585
MN_04_2018,MN,4,2018,51.3,9.5,15.5,36.0,3.1,12.0,43.5,26.3,5.7,82.7,16.8,20.5,2.8,6.0,4.7,11.7,248000,68684,10.2,0.17315916323435912
MN_05_2018,MN,5,2018,49.8,10.9,20.9,33.8,3.6,17.8,47.0,23.3,4.8,79.9,28.0,22.7,3.1,9.8,6.1,14.7,235200,63202,11.7,0.19309239578061585
MN_06_2018,MN,6,2018,49.6,9.7,12.1,37.0,2.7,10.5,31.0,22.7,7.6,88.3,19.1,6.7,2.3,1.9,3.3,5.7,235400,79826,5.1,0.053667186626247164
MN_07_2018,MN,7,2018,49.5,8.7,11.2,40.8,2.6,15.2,22.1,26.8,8.2,87.3,34.2,5.9,1.9,0.6,5.6,11.0,158300,55745,7.8,0.03450886605920489
MN_08_2018,MN,8,2018,49.2,8.8,10.9,42.8,3.1,14.7,23.7,36.8,10.0,85.4,9.4,3.1,2.9,1.4,4.4,11.7,174100,56055,9.7,0.01951455761859146
MS_01_2018,MS,1,2018,51.4,10.5,11.9,38.1,2.0,12.6,20.4,55.0,6.2,87.2,56.8,3.8,3.3,0.2,10.6,15.9,122700,47681,11.9,0.022239744472138508
MS_02_2018,MS,2,2018,52.1,10.7,11.8,36.7,1.8,15.4,19.1,71.2,5.9,86.9,60.8,2.6,4.8,0.4,14.0,26.2,91900,35842,22.0,0.012812569056584153
MS_03_2018,MS,3,2018,51.5,10.4,11.9,37.5,1.5,13.1,25.8,47.1,6.4,87.7,51.5,3.8,2.9,0.4,10.8,19.6,125100,45475,12.8,0.023277697578403804
MS_04_2018,MS,4,2018,51.1,10.0,12.9,37.4,1.8,12.5,22.0,32.9,10.5,84.9,36.6,4.5,4.9,0.2,13.0,18.0,137900,45442,15.0,0.031066705832015526
MO_01_2018,MO,1,2018,52.9,10.1,16.5,36.0,3.0,16.5,31.9,55.1,6.8,81.5,22.6,8.8,5.0,6.6,10.2,17.8,115400,45789,18.8,0.07501065387513511
MO_02_2018,MO,2,2018,51.3,7.2,12.3,42.8,1.8,10.9,49.5,17.1,7.7,87.9,13.6,9.5,1.8,0.6,3.8,5.8,242400,79497,3.2,0.08188134808422907
MO_03_2018,MO,3,2018,50.0,8.5,12.6,38.9,2.4,10.5,27.0,37.9,8.7,88.5,12.2,3.3,2.6,0.2,7.2,9.8,175100,64529,7.7,0.02198885671091246
MO_04_2018,MO,4,2018,50.0,12.3,12.7,36.9,2.5,14.1,26.0,28.9,11.1,81.8,24.2,5.3,3.0,0.4,10.6,14.0,150200,50963,10.3,0.0273686206081708
MO_05_2018,MO,5,2018,51.1,8.5,15.4,36.9,2.9,16.3,27.7,41.8,7.7,83.6,55.2,9.5,3.1,1.6,11.8,14.7,129700,50663,11.0,0.06773778332610542
MO_06_2018,MO,6,2018,51.1,9.5,12.2,38.6,2.7,11.5,27.6,37.2,8.7,85.4,26.1,5.0,2.1,0.5,7.5,10.8,158300,58778,7.4,0.032264433878189225
MO_07_2018,MO,7,2018,51.0,10.6,12.9,37.9,2.2,12.2,25.0,33.5,9.1,83.2,47.9,5.7,2.4,0.4,10.8,15.1,139600,47225,11.8,0.033508115121992726
MO_08_2018,MO,8,2018,49.6,8.7,12.0,40.9,2.4,12.1,16.3,33.5,9.7,84.4,19.4,2.8,3.2,0.3,11.4,20.1,119400,40542,18.2,0.017368677788848062
MT_01_2018,MT,1,2018,49.9,9.2,12.6,40.0,2.5,14.9,32.3,25.8,10.6,85.0,22.0,4.3,2.2,0.8,8.5,12.5,231300,53386,9.4,0.022493050310302673
NE_01_2018,NE,1,2018,49.8,12.1,13.3,35.6,2.4,13.8,31.9,20.6,8.7,82.0,48.6,11.1,2.6,0.7,8.0,10.6,166700,60341,7.6,0.07999020099623205
NE_02_2018,NE,2,2018,50.5,8.6,15.3,34.9,2.4,13.6,40.0,25.2,7.5,83.4,44.7,14.8,2.6,1.0,8.5,10.2,174900,66390,9.2,0.1030806429799011
NE_03_2018,NE,3,2018,49.9,8.4,11.7,39.9,2.2,15.7,22.5,35.1,8.2,86.1,78.6,9.6,1.8,0.3,8.4,11.6,117100,52434,8.2,0.057564930169605635
NV_01_2018,NV,1,2018,49.2,9.5,16.5,36.5,3.1,17.7,15.7,52.4,6.4,80.3,68.4,50.0,4.9,6.6,18.2,18.8,180900,41281,20.5,0.47302094680627116
NV_02_2018,NV,2,2018,49.1,8.5,13.9,39.7,2.9,15.8,27.6,26.7,9.5,82.8,60.8,20.8,3.3,2.7,9.6,10.2,291900,61225,9.3,0.1270245122952422
NV_03_2018,NV,3,2018,51.1,7.3,14.3,39.3,2.7,12.3,32.8,22.6,8.3,82.4,24.4,24.9,2.8,1.2,7.7,9.7,300400,70804,6.3,0.22450923321213379
NV_04_2018,NV,4,2018,49.6,8.3,13.6,36.7,2.4,12.4,22.2,47.4,10.9,82.5,65.3,29.5,4.1,2.0,10.0,13.7,234600,59714,13.7,0.220439517697394
NH_01_2018,NH,1,2018,50.4,9.6,13.2,42.0,3.7,12.2,37.8,36.9,8.6,83.9,15.8,7.2,2.7,0.7,5.9,8.4,276400,73488,7.0,0.06121593225308618
NH_02_2018,NH,2,2018,50.5,9.3,11.2,44.3,3.4,11.8,36.1,31.5,8.5,86.5,22.5,8.8,2.5,0.7,5.7,7.0,250500,73249,6.9,0.07090410976430869
NJ_01_2018,NJ,1,2018,51.5,8.7,13.2,39.4,2.3,11.5,32.8,37.5,6.2,88.2,36.7,17.8,4.2,6.1,5.5,10.1,201600,69804,10.7,0.108049541245395
NJ_02_2018,NJ,2,2018,51.1,8.6,11.7,42.2,2.3,11.2,28.0,44.3,6.6,86.9,55.5,19.7,4.7,3.3,7.6,13.6,222800,65467,12.1,0.11548240415557773
NJ_03_2018,NJ,3,2018,51.2,8.2,11.5,43.5,2.1,9.6,33.8,29.2,8.1,89.6,31.9,12.5,3.2,2.6,4.9,6.6,262900,82301,5.3,0.09804039892614921
NJ_04_2018,NJ,4,2018,51.9,8.3,11.5,40.7,1.8,10.1,41.9,10.4,6.1,90.2,40.0,18.2,3.5,5.4,5.7,9.2,372500,86365,6.3,0.13862890619710808
NJ_05_2018,NJ,5,2018,51.7,8.3,9.8,42.6,1.8,8.5,48.2,10.0,4.6,90.9,34.1,27.1,2.8,11.0,5.5,5.4,429100,100607,4.0,0.2597385281151475
NJ_06_2018,NJ,6,2018,50.9,10.4,14.0,37.7,1.8,11.0,41.7,22.4,3.6,89.3,36.6,40.8,3.1,9.8,7.8,10.7,342300,82451,8.1,0.4199249191532655
NJ_07_2018,NJ,7,2018,50.8,7.9,9.8,43.1,1.5,8.8,52.4,13.0,4.3,91.7,36.3,24.1,2.9,6.9,4.6,5.3,449600,113993,3.5,0.23559497519708
NJ_08_2018,NJ,8,2018,50.1,8.7,19.8,35.0,3.2,13.6,34.4,28.3,2.2,88.4,69.4,66.2,3.5,35.0,14.8,15.5,361700,59257,14.7,0.7961101575296105
NJ_09_2018,NJ,9,2018,51.1,9.0,14.7,37.8,2.1,10.8,33.9,35.5,3.0,91.1,51.3,55.7,2.7,14.5,12.9,14.5,372400,67624,14.8,0.6277462125218407
NJ_10_2018,NJ,10,2018,52.2,9.6,15.7,35.9,2.2,13.0,30.6,39.5,2.9,88.2,56.8,37.9,5.7,27.6,11.2,16.8,283000,54440,16.8,0.4267026979684039
NJ_11_2018,NJ,11,2018,51.1,8.4,10.4,43.3,1.4,9.2,54.2,12.3,4.4,91.5,27.3,24.8,2.6,7.7,4.1,3.6,448300,112348,2.8,0.2490502466191519
NJ_12_2018,NJ,12,2018,50.5,9.4,12.3,39.5,1.3,10.4,44.7,30.3,4.0,87.0,35.6,34.7,3.0,8.6,7.5,8.3,345900,85595,7.4,0.3915095032191283
NM_01_2018,NM,1,2018,51.2,8.9,14.2,38.6,2.8,15.9,34.0,42.8,9.1,87.6,66.2,27.4,3.1,1.5,7.4,15.6,194700,50159,15.1,0.10699258920286263
NM_02_2018,NM,2,2018,49.2,11.4,12.8,35.6,2.2,13.5,19.5,52.8,10.1,85.2,85.6,36.9,3.9,0.6,9.1,21.6,133400,42507,21.2,0.1323478354417381
NM_03_2018,NM,3,2018,51.0,9.4,12.3,38.4,3.0,14.6,27.0,46.7,8.9,89.2,72.0,34.7,4.0,1.0,10.8,21.8,189500,47325,16.1,0.07230423279201739
NY_01_2018,NY,1,2018,50.1,9.8,11.1,42.7,1.6,9.1,36.7,4.5,5.7,93.5,52.2,18.4,2.3,4.1,4.5,6.3,386200,92284,5.7,0.1564935002236863
NY_02_2018,NY,2,2018,51.7,9.1,13.6,39.2,1.4,8.0,32.2,31.8,4.6,92.7,68.9,26.1,2.6,8.3,4.5,7.3,382800,97387,7.5,0.2100183337890222
NY_03_2018,NY,3,2018,51.2,6.9,9.3,45.4,1.0,8.1,52.6,16.4,4.0,92.9,24.9,30.4,2.2,16.7,4.1,5.9,619200,107412,4.2,0.29730768611900243
NY_04_2018,NY,4,2018,51.6,9.9,12.3,40.6,1.4,7.7,41.8,23.6,3.9,91.9,62.7,30.1,2.4,16.1,5.5,6.8,472100,102205,5.2,0.2973035995913034
NY_05_2018,NY,5,2018,52.6,9.4,14.9,37.5,1.2,9.7,26.1,25.3,2.5,92.5,74.4,32.6,4.5,39.5,6.8,11.1,460300,70481,17.0,0.7303654427458586
NY_06_2018,NY,6,2018,51.8,7.1,16.2,40.9,1.4,12.4,34.1,16.6,2.0,92.2,20.2,66.8,2.4,49.9,10.0,12.1,608400,62278,9.6,1.0641101368853436
NY_07_2018,NY,7,2018,50.7,8.9,21.2,33.5,2.4,11.1,32.8,36.1,1.2,90.1,47.6,61.4,4.1,60.9,8.8,23.0,733200,56197,25.7,0.5514011976539613
